seq,sido_cd,sido_nm,gugun_cd,gugun_nm,code_order,view_yn,store_num,sido,gugun,address,new_img_nm,p_pro_seq,p_view_yn,p_sido_cd,p_gugun_cd,p_store_nm,p_theme_cd,p_wireless_yn,p_smoking_yn,p_book_yn,p_music_yn,p_terrace_yn,p_table_yn,p_takeout_yn,p_parking_yn,p_dollar_assent,p_card_recharge,p_subway_yn,stb_store_file_renew,stb_store_theme_renew,stb_store_time_renew,stb_store_lsm,s_code,s_name,tel,dlvry_call_cntr_phno,fax,sido_code,sido_name,gugun_code,gugun_name,addr,park_info,new_state,theme_state,new_bool,search_text,ins_lat,ins_lng,in_distance,out_distance,all_search_cnt,addr_search_cnt,store_search_cnt,rowCount,store_nm,store_cd,s_biz_code,new_icon,set_user,favorites,map_desc,notice,defaultimage,etcimage,in_biz_cd,in_store_cd,in_favorites,in_user_id,in_biz_cds,in_biz_arr,in_biz_arrdata,in_scodes,in_scode_arr,in_scode_arrdata,disp,set_date,hlytag,hlytag_msg,vSal,istart,iend,open_dt,gold_card,ip_lat,ip_long,espresso,new_store,premiere_food,doro_address,cold_blew,my_siren_order_store_yn,whcroad_yn,skuNo,skuName,skuImgUrl,stock_count,store_area_name,store_area_code,is_open,ev_open_yn,option,gift_stock_yn,lat,lot,t20,t04,t03,t01,t12,t09,t06,t10,p10,p50,p20,p60,p30,p70,p40,p80,t22,t21,p90,p01,t05,t30,t36,t27,t29,t43,t48,z9999,t64,t66,p02
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1389,수서역R,1522-3232,,02-6181-3689,01,서울,0101,강남구,서울특별시 강남구 수서동 715 수서빌딩,,,Z9999@T03@T05@T08@T16@T17@T20@T21@@T26@T29@T30@@T36@T37@T39@T41@T42@T52@T56@T57@T64@T65@T69@P60@P80@P90@T09,0,,,,0,14.03,-1,-1,-1,30,,0,3588,N,,0,,,/upload/store/2018/06/[3588]_20180625121751_b9cya.JPG,,,,,,0,,,0,,,,,,,,1,60,20180627,0,,,,,,서울특별시 강남구 광평로 281 (수서동),,N,WHCROAD,,,,0,,A01,,,,,37.48802242128887,127.10297991136235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1404,양재강남빌딩R,1522-3232,,02-571-3605,01,서울,0101,강남구,서울특별시 강남구 도곡동 956 LG전자 강남R&D센터,,,Z9999@T03@T05@T08@T16@T17@T20@T21@T26@T29@T30@T32@T36@T37@T39@T41@T42@T52@T56@T57@T64@T65@T69@P80@P90@T09,0,,,,0,10.42,-1,-1,-1,30,,0,3604,N,,0,,,/upload/store/2020/07/[3604]_20200703010217_yqu8z.jpg,,,,,,0,,,0,,,,,,,,1,60,20180824,0,,,,,,서울특별시 강남구 남부순환로 2621 (도곡동),,N,WHCROAD,,,,0,,A01,,,,,37.485192,127.036685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1355,선릉동신빌딩R,1522-3232,,02-2051-3563,01,서울,0101,강남구,서울특별시 강남구 삼성동 141-28 동신빌딩,,,Z9999@T03@T05@T08@T16@T17@T20@T26@T29@T30@T32@T36@@@T42@T52@T56@T57@T64@T65@T69@P80,0,,,,0,9.32,-1,-1,-1,30,,0,3562,N,,0,,,/upload/store/2018/03/[3562]_20180326063222_r20gs.jpg,,,,,,0,,,0,,,,,,,,1,60,20180330,0,,,,,,서울특별시 강남구 테헤란로 409 (삼성동),,N,,,,,0,,A01,,,,,37.505321,127.050409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1348,봉은사로선정릉,1522-3232,,02-539-3565,01,서울,0101,강남구,서울특별시 강남구 삼성동 114-9 올림푸스타워,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@@T36@@T43@T52@T56@T57@T64@T65@T69@T71@P80@P90,0,,,,0,8.72,-1,-1,-1,30,,0,3564,N,,0,,,/upload/store/2018/04/[3564]_20180417045105_xv16y.jpg,,,,,,0,,,0,,,,,,,,1,60,20180306,0,,,,,,서울특별시 강남구 봉은사로 446 (삼성동),,N,WHCROAD,,,,0,,A01,,,,,37.51131683405367,127.04846338902248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1255,강남오거리,1522-3232,,02-557-3483,01,서울,0101,강남구,"서울특별시 강남구 역삼동 813-17 1,2,3층",,,Z9999@T05@T08@T16@T17@T20@T21@T22@T30@T32@@T36@T43@T52@T56@T57@T65@T69@T71,0,,,,0,8.35,-1,-1,-1,30,,0,3483,N,,0,,,/upload/store/2025/07/3483_20250713070010_7difl.jpg,,,,,,0,,,0,,,,,,,,1,60,20170818,0,,,,,,서울특별시 강남구 봉은사로2길 39 (역삼동),,N,WHCROAD,,,,0,,A01,,,,,37.502117,127.026672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1211,스타필드코엑스몰R,1522-3232,,02-6002-3468,01,서울,0101,강남구,서울특별시 강남구 삼성동 159 코엑스  A106호,,,Z9999@T03@T05@T08@T16@T17@T20@@T26@T29@T30@T32@@T34@@T36@@T41@T42@T52@T56@T57@T64@T65@T69@P40@P80@P90@T09,0,,,,0,9.66,-1,-1,-1,30,,0,3467,N,,0,,,/upload/store/2018/02/[3467]_20180226085535_lizi2.jpg,,,,,,0,,,0,,,,,,,,1,60,20170502,0,,,,,,서울특별시 강남구 영동대로 513 (삼성동) 코엑스 A106호,,N,WHCROAD,,,,0,,A01,,,,,37.50999,127.061455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1188,강남구청정문,1522-3232,,02-514-3398,01,서울,0101,강남구,서울특별시 강남구 청담동 44-12 대륭빌딩,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@@@@T43@T52@T56@T57@T65@T69@T71@T09,0,,,,0,8.03,-1,-1,-1,30,,0,3397,N,,0,,,/upload/store/2017/03/[3397]_20170328092242_kyldo.jpg,,,,,,0,,,0,,,,,,,,1,60,20170323,0,,,,,,서울특별시 강남구 학동로 419 (청담동),,N,,,,,0,,A01,,,,,37.518181,127.045995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1263,도곡공원,1522-3232,,02-565-3497,01,서울,0101,강남구,서울특별시 강남구 역삼동 788-10,,,Z9999@T05@@T08@T16@T17@T20@T21@T30@T32@@T36@T43@T52@T56@T57@T64@T65@T69@T71@T09,0,,,,0,9.91,-1,-1,-1,30,,0,3496,N,,0,,,/upload/store/2024/09/[3496]_20240907044508_ooil0.jpg,,,,,,0,,,0,,,,,,,,1,60,20170825,0,,,,,,서울특별시 강남구 도곡로 205 (역삼동),,N,WHCROAD,,,,0,,A01,,,,,37.492805,127.041309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1258,강남R,1522-3232,,02-561-3479,01,서울,0101,강남구,서울특별시 강남구 역삼동 825 미진프라자 1층 101호,,,Z9999@T03@T05@T08@T16@T17@T20@T21@T26@T29@T30@@@T37@T39@T41@T42@T52@T56@T57@T64@T65@T69@P80@P90,0,,,,0,8.85,-1,-1,-1,30,,0,3478,N,,0,,,/upload/store/2017/08/[3478]_20170822020135_a2lao.png,,,,,,0,,,0,,,,,,,,1,60,20170816,0,,,,,,서울특별시 강남구 강남대로 390 (역삼동),,N,WHCROAD,,,,0,,A01,,,,,37.497711,127.028439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1099,대치은마사거리,1522-3232,,02-554-3316,01,서울,0101,강남구,서울특별시 강남구 대치동 941-19 진흥빌딩,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@@T36@@T43@T52@T56@T57@T64@T65@T69@T71@P80,0,,,,0,10.42,-1,-1,-1,30,,0,3315,N,,0,,,/upload/store/2016/08/[3315]_20160812065240_v3o5e.jpg,,,,,,0,,,0,,,,,,,,1,60,20160812,0,,,,,,서울특별시 강남구 도곡로 457 (대치동),,N,WHCROAD,,,,0,,A01,,,,,37.498973,127.060172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1154,청담영동대로,1522-3232,,02-3443-3372,01,서울,0101,강남구,서울특별시 강남구 청담동 132-1 삼청빌딩,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T36@@@T52@T56@T57@T64@T65@T69,0,,,,0,8.47,-1,-1,-1,30,,0,3370,N,,0,,,/upload/store/2017/07/[3370]_20170715044954_rfniu.jpg,,,,,,0,,,0,,,,,,,,1,60,20161223,0,,,,,,서울특별시 강남구 영동대로 720 (청담동),,N,,,,,0,,A01,,,,,37.522156,127.056449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1084,압구정,1522-3232,,02-541-3307,01,서울,0101,강남구,서울특별시 강남구 신사동 609 이소니프라자,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@@T36@@T43@T52@T56@T57@T64@T65@T69@T71@P80@T09,0,,,,0,6.36,-1,-1,-1,30,,0,3303,N,,0,,,/upload/store/2024/08/[3303]_20240831092705_l1isn.jpg,,,,,,0,,,0,,,,,,,,1,60,20160623,0,,,,,,서울특별시 강남구 압구정로30길 17 (신사동),,N,WHCROAD,,,,0,,A01,,,,,37.526283,127.02956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1159,신사가로수,1522-3232,,02-3446-3357,01,서울,0101,강남구,서울특별시 강남구 신사동 533-11,,,T05@T08@T16@T17@T20@T22@T30@T32@T36@@T43@T52@T56@T57@T64@T65@T69@T71,0,,,,0,6.31,-1,-1,-1,30,,0,3355,N,,0,,,/upload/store/2023/07/[3355]_20230730024721_ry7az.jpg,,,,,,0,,,0,,,,,,,,1,60,20161227,0,,,,,,서울특별시 강남구 가로수길 59 ,,N,WHCROAD,,,,0,,A01,,,,,37.521933,127.022521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1146,청담스타R,1522-3232,,02-514-3365,01,서울,0101,강남구,서울특별시 강남구 청담동 89-4,,,T03@T05@T08@T16@T17@T20@T26@T29@T30@T32@T33@@T36@@T42@T52@T56@T57@T64@T65@T69@P80@T09,0,,,,0,7.24,-1,-1,-1,30,,0,3366,N,,0,,,/upload/store/2020/09/[3366]_20200919014258_y0mzi.jpg,,,,,,0,,,0,,,,,,,,1,60,20161214,0,,,,,,서울특별시 강남구 도산대로57길 24 (청담동),,N,WHCROAD,,,,0,,A01,,,,,37.525216,127.041827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1129,강남우성,1522-3232,,02-565-3348,01,서울,0101,강남구,서울특별시 강남구 역삼동 832-3 강남역 쉐르빌,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@@T43@T52@T56@T57@T64@T65@T69@T71@P90,0,,,,0,9.47,-1,-1,-1,30,,0,3346,N,,0,,,/upload/store/2021/09/[3346]_20210902031512_flvb3.jpg,,,,,,0,,,0,,,,,,,,1,60,20161110,0,,,,,,서울특별시 강남구 강남대로 328 (역삼동),,N,WHCROAD,,,,0,,A01,,,,,37.492396,127.03091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,991,학동사거리,1522-3232,,02-512-8971,01,서울,0101,강남구,서울특별시 강남구 논현2동 93-2번지,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@@T36@@T43@T51@T52@T56@T57@T64@T65@T69@T71,0,,,,0,7.2,-1,-1,-1,30,,0,3171,N,,0,,,/upload/store/2021/10/[3171]_20211012080419_8vzjh.jpg,,,,,,0,,,0,,,,,,,,1,60,20150911,0,,,,,,서울특별시 강남구 도산대로 328 (논현동),,N,WHCROAD,,,,0,,A01,,,,,37.52236449999999,127.03795430000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1062,대치사거리,1522-3232,,02-561-3288,01,서울,0101,강남구,서울특별시 강남구 대치동 960-5 티아빌딩,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@T36@@@T43@T52@T56@T57@T64@T65@T69@T71@P80,0,,,,0,9.99,-1,-1,-1,30,,0,3287,N,,0,,,/upload/store/2016/05/[3287]_20160512083154_z0va6.JPG,,,,,,0,,,0,,,,,,,,1,60,20160512,0,,,,,,서울특별시 강남구 삼성로 402 (대치동),,N,WHCROAD,,,,0,,A01,,,,,37.503331,127.058817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1038,포스코사거리,1522-3232,,02-554-3236,01,서울,0101,강남구,서울특별시 강남구 삼성동 157-36 화진빌딩,,,Z9999@T05@@T16@T17@T20@T21@T30@T32@T34@@@T36@T43@T52@T56@T57@T64@T65@T69@T71,0,,,,0,9.58,-1,-1,-1,30,,0,3235,N,,0,,,/upload/store/2023/10/[3235]_20231006121155_sskkg.jpg,,,,,,0,,,0,,,,,,,,1,60,20160224,0,,,,,,서울특별시 강남구 테헤란로 505 (삼성동) 화진빌딩,,N,WHCROAD,,,,0,,A01,,,,,37.5075307,127.05742710000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,914,을지병원사거리,1522-3232,,02-549-8896,01,서울,0101,강남구,서울특별시 강남구 논현동 59-8 구산빌딩,,Y,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@@T36@@@T43@T51@T52@@T56@T57@T64@T65@T69@T71@P80@P90,0,,,,0,6.89,-1,-1,-1,30,,0,3096,N,,0,,,/upload/store/2025/08/3096_20250811095157_7hci7.jpg,,,,,,0,,,0,,,,,,,,1,60,20150422,0,,,,,,"서울특별시 강남구 논현로 752 (논현동,구산빌딩)",,N,,,,,0,,A01,,,,,37.5191632,127.0286446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,863,신사역,1522-3232,,02-000-0000,01,서울,0101,강남구,서울특별시 강남구 논현동 1-3 렉스타워,,Y,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@T36@@@T43@T51@T52@T56@T57@T63@T64@T65@T69@T71@P80,0,,,,0,6.74,-1,-1,-1,30,,0,3048,N,,0,,,/upload/store/2025/04/3048_20250411093554_tgy89.jpg,,,,,,0,,,0,,,,,,,,1,60,20141211,0,,,,,,서울특별시 강남구 도산대로 108 (논현동) 렉스타워,,N,WHCROAD,,,,0,,A01,,,,,37.5162021,127.0207428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,825,도곡역,1522-3232,,02-567-8809,01,서울,0101,강남구,서울특별시 강남구 대치동 651,,Y,Z9999@T05@T08@T16@T17@T20@T21@T22@T30@T32@T34@@T36@T43@T51@T52@T56@T57@T64@T65@T69@T71@P60@P80@T09,0,,,,0,10.82,-1,-1,-1,30,,0,3009,N,,0,,,/upload/store/2023/01/[3009]_20230118065252_xpepz.jpg,,,,,,0,,,0,,,,,,,,1,60,20140828,0,,,,,,서울특별시 강남구 남부순환로 2909 (대치동),,N,WHCROAD,,,,0,,A01,,,,,37.492167,127.057398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,815,서울세관사거리,1522-3232,,02-548-8798,01,서울,0101,강남구,서울특별시 강남구 논현동 238-5 한국건설기술인협회,,Y,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@@T36@@T43@T51@T52@T56@T57@T64@T65@T69@T71@P80@P90,0,,,,0,7.66,-1,-1,-1,30,,0,9998,N,,0,,,/upload/store/2022/04/[9998]_20220429093719_qcjw0.jpg,,,,,,0,,,0,,,,,,,,1,60,20140731,0,,,,,,서울특별시 강남구 언주로 650 (논현동) 한국건설기술인협회,,N,WHCROAD,,,,0,,A01,,,,,37.514887,127.035653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
